Serial Number,Tweets,Subjectivity,Polarity,Analysis
2763,Science RULES! CovidVaccine Covidsucks scienceworks formydad ,0.0,0.0,Neutral
2764,Thanks as well for the good conversation. Focus should be on increasing vaccine supply with more CovidVaccine in t… ,0.43333333333333335,0.4666666666666666,Positive
2765,My friend got the CovidVaccine ,0.0,0.0,Neutral
2766,CDC Director Says Schools Can Safely Reopen Without Vaccinating Teachers. CDC Vaccination Covidvaccine ,0.5,0.5,Positive
2767,"Quick question: Why is our PHU still listing pregnancy, lactation, and autoimmune disease as risk factors for… ",0.5,0.3333333333333333,Positive
2768,"It's fitting on this WomenPhysiciansDay I received my first CovidVaccine. It's been a long road, and I recognize… ",0.41111111111111115,0.2333333333333333,Positive
2769,Dose 2 of the covid vaccine here I go CovidVaccine modernavaccine,0.0,0.0,Neutral
2770,"MURDERER Kyle Rittenhouse violates BOND. 

Media: Why doesn’t the Black community trust the CovidVaccine? 🤔 

Dear… ",0.43333333333333335,-0.16666666666666666,Negative
2771,How did your district determine who would get the CovidVaccine first? edutwitter,0.3333333333333333,0.25,Positive
2772,"😴 Up late nights thinking about the covidvaccine?

💡 Did you know  has a new website for vaccine info?

✔️… ",0.5272727272727272,-0.08181818181818182,Negative
2773,We're now vaccinating our patients age 65+ in Sacramento and Roseville. Patients will need to make an appt once eli… ,0.0,0.0,Neutral
2774,"From our Collection: Powder Horn and Leather Pouch

c. 1873

wednesdaythought 
COVID19 
CovidVaccine ",0.0,0.0,Neutral
2775,37 COVID tests (all negative) &amp; 2 vaccines later - I still have to get tested 2 times a week since “some people” re… ,0.2,-0.15,Negative
2776,Just keep the priority to all teachers at once or re-prioritize to vaccinate the teachers that will best help redu… ,0.3,1.0,Positive
2777,"Both my parents have now had their first doses of the CovidVaccine 
I couldnt be more grateful to modern science,… ",0.37777777777777777,0.31666666666666665,Positive
2778,CovidVaccine Got my 1st vaccine dose today! Qualified as an essential worker; because I am a CS Director who worke… ,0.3,0.0,Neutral
2779,"BidenSavesCovidLives  ThankYouBiden CovidVaccine plan in place and full steam ahead to save lives!!  
Amer… ",0.55,0.546875,Positive
2780,"As Australia gears up to start delivering the CovidVaccine, listen to this podcast I made with  and… ",0.0,0.0,Neutral
2781,"COVID-19 vaccination doses administrated per 100 people:
🇮🇱 58.83
🇦🇪 34.79
🇸🇨 31.38
🇬🇧 14.94
🇧🇭 10.23
🇺🇸 9.90
🇷🇸 7.… ",0.0,0.0,Neutral
2782, Thank you for caring about American CovidVaccine lives!  Thanks to  we now have a plan!… ,0.1,0.1,Positive
2783,"Follow up to this a.m. You can find the recording of the panel here: 
Thanks to  for p… ",0.2,0.2,Positive
2784,Why ARE coronavirus cases plummeting? New infections have fallen 44% in the US and 30% globally in the past 3 wee… ,0.23484848484848486,-0.03787878787878788,Negative
2785,"The grant will support the Commonwealth with emergency protective measures to store, handle, transport, distribute,… ",0.0,0.0,Neutral
2786,My arm is fairly sore. Worse than a flu shot I think. Moderna vaccine CovidVaccine,0.75,0.14999999999999997,Positive
2787,"February 3, 2021 by  
Approaching Daylight
    … ",0.0,0.0,Neutral
2788,"Please help our hospice workers get the vaccine!



… ",0.0,0.0,Neutral
2789,"    Wish I can... vaccine, publixvaccine, CovidVaccine",0.0,0.0,Neutral
2790,Woot!  80 year old father in Assisted Living Facility got his COVID-vaccine shot today!  He says it was all super easy.  CovidVaccine,0.5666666666666668,0.2972222222222222,Positive
2791,Finally vaccinated! CovidVaccine Moderna,1.0,0.0,Neutral
2792,"Dose 2 in the books.

Let’s crush this thing!

COVID19 CovidVaccine ",0.0,0.0,Neutral
2793,"     Really false hope!  vaccine, CovidVaccine, publixvaccine, vaccines, VaccinationDrive",0.6,-0.5000000000000001,Negative
2794,Excellent read CovidVaccine ,1.0,1.0,Positive
2795,Sputnik V vaccine name game is beating all other  COVID19 vaccine name games. MedTwitter IDtwitter CovidVaccine,0.3875,-0.2625,Negative
2796,     Poor lost seniors... no highspeed internet and no support from any… ,0.6,-0.4,Negative
2797,There’s active discussion within Australian government and business about the COVID-19 vaccination being a requirem… ,0.3,-0.06666666666666667,Negative
2798,"VaccineFacts: The COVID19 vaccines are tested, safe and developed from well-established technology. Researchers s… ",0.4,0.3,Positive
2799,"Lack of COVIDvaccine equity data. No surprise, ""As of Jan. 30, we're missing 47% of race and ethnicity data on vac… ",0.05,-0.2,Negative
2800,I’m now fully vaccinated! CovidVaccine ,0.0,0.0,Neutral
2801,"11 hours after my second dose of the moderna CovidVaccine, I'm being sent home from work due to fever. My body is… ",0.1875,-0.0625,Negative
2802,"  Hello, please postpone the TokyoOlympics, ParisOlympics and LAOlympics to… ",0.0,0.0,Neutral
2803,"  Hello, please postpone the TokyoOlympics, ParisOlympics and LAOlympics to 2024year,… ",0.0,0.0,Neutral
2804,"  Hello, please postpone the TokyoOlympics, ParisOlympics and LAOlympics to 2024year… ",0.0,0.0,Neutral
2805,"Got my official CDC COVID vaccine record card with my first dose today.
CovidVaccine vaccine RemoveMarjorieTaylorGreene",0.3333333333333333,0.25,Positive
2806,"Definite uptick in local CovidVaccine response: 
Beginning at 11 a.m. on Thursday, Feb. 4, City of Dallas resident… ",0.25,0.0,Neutral
2807,Tune in NOW  to      for this important WV Statewide COVID19… ,1.0,0.4,Positive
2808,NEW VACCINATION SITE: but you have to have been selected and given an email invite from the  lottery syste… ,0.45454545454545453,0.13636363636363635,Positive
2809,I really wish the news would stop showing the needle actually going into the arm. 🤢CovidVaccine,0.15000000000000002,0.1,Positive
2810,Who sold the multiple doses of CovidVaccine in the TrumpCrimeFamily ProsecuteTrumpThugs ,0.0,0.0,Neutral
2811,"Unfortunately, many still don't have access to a COVID-19 vaccine. However, when the problem of ""I can't get a vacc… ",0.5,0.5,Positive
2812,Employers are allowed to require COVIDVaccine for employees -- but need to allow for some religious exceptions if… ,0.25,0.0,Neutral
2813,"Thank you to our fantastic volunteers! These dedicated caregivers assisted more than 2,800 guests during recent COV… ",0.5499999999999999,0.3333333333333333,Positive
2814,"Vaccine push continues in Wapello County with limited supply

KTVONews covidvaccine WapelloCounty",0.14285714285714285,-0.07142857142857142,Negative
2815,"Ouch!

c. 1936

On the scene of an automobile accident outside of Auburn.

Lukens Collection

wednesdaythought… ",0.05,0.0,Neutral
2816,"The Wealthy Are Getting More COVIDVaccine, Even in Poorer Neighborhoods. And the issue is not hesitancy , yet- it… ",0.75,0.5,Positive
2817," Hello, please postpone the TokyoOlympics, ParisOlympics and LAOlympics to 2024year, 2028year &amp;… ",0.0,0.0,Neutral
2818,"New  CovidVaccine clinic is live today for people of Maine

Keep the supply coming . My collea… ",0.4772727272727273,0.13636363636363635,Positive
2819," Hello, please postpone the TokyoOlympics, ParisOlympics and LAOlympics to 2024year, 2028year &amp;… ",0.0,0.0,Neutral
2820," Hello, please postpone the TokyoOlympics, ParisOlympics and LAOlympics to 2024year, 2028year &amp;… ",0.0,0.0,Neutral
2821,"    _aus Hello, please postpone the TokyoOlympics,… ",0.0,0.0,Neutral
2822," Hello, please postpone the TokyoOlympics, ParisOlympics and LAOlympics to 2024year, 2028year &amp;… ",0.0,0.0,Neutral
2823,Watch and share far and wide!!! covid COVID19 CovidVaccine covidscam deadlyvaccine ,0.7,-0.04765625,Negative
2824,    Same here.  Publix has to make up for their shortcomings!  My mom worked fo… ,0.125,0.0,Neutral
2825," Hello, please postpone the TokyoOlympics, ParisOlympics and LAOlympics to 2024year, 2028year &amp;… ",0.0,0.0,Neutral
2826," Hello, please postpone the TokyoOlympics, ParisOlympics and LAOlympics to 2024year, 2028year &amp;… ",0.0,0.0,Neutral
2827," Hello, please postpone the TokyoOlympics, ParisOlympics and LAOlympics to 2024year, 2028year &amp;… ",0.0,0.0,Neutral
2828," Hello, please postpone the TokyoOlympics, ParisOlympics and LAOlympics to 2024year, 2028year &amp;… ",0.0,0.0,Neutral
2829," _Hockey _Odisha _odisha  _SAI   Hello, pl… ",0.0,0.0,Neutral
2830,"If you've gotten your elderly parent a CovidVaccine you're very lucky. In Illinois, no one has it, even for someo… ",1.0,0.43333333333333335,Positive
2831," Hello, please postpone the TokyoOlympics, ParisOlympics and LAOlympics to 2024year, 2028year &amp;… ",0.0,0.0,Neutral
2832," Hello, please postpone the TokyoOlympics, ParisOlympics and LAOlympics to 2024year, 2028year &amp;… ",0.0,0.0,Neutral
2833,"_Sports _chisaT Hello, please postpone the TokyoOlympics, ParisOlympics and LAOlympics to 2024year,… ",0.0,0.0,Neutral
2834,"Embarrassing! 🤦🏻‍♂️

cdnpoli CovidVaccine Trudeau ",0.0,0.0,Neutral
2835," Hello, please postpone the TokyoOlympics, ParisOlympics and LAOlympics to 2024year, 2028year &amp;… ",0.0,0.0,Neutral
2836,"HighRiskCovid19 no matter what state you live in, or what age you are, California’s battle is *our* battle.… ",0.5,0.13636363636363635,Positive
2837,"_arthur Hello, please postpone the TokyoOlympics, ParisOlympics and LAOlympics to 2024year, 2028year &amp;… ",0.0,0.0,Neutral
2838,"    Hello, please postpone the TokyoOlympics, ParisOlympics and… ",0.0,0.0,Neutral
2839," Hello, please postpone the TokyoOlympics, ParisOlympics and LAOlympics to 2024year, 2028year &amp;… ",0.0,0.0,Neutral
2840," Hello, please postpone the TokyoOlympics, ParisOlympics and LAOlympics to 2024year, 2028year &amp;… ",0.0,0.0,Neutral
2841," Hello, please postpone the TokyoOlympics, ParisOlympics and LAOlympics to 2024year, 2028year &amp;… ",0.0,0.0,Neutral
2842,"No disrespect and I'm not trying to promote any theory, but this pic on the front page of the CharlotteObserver ki… ",0.0,0.0,Neutral
2843,"CNN       
STOP SHOWING NEEDLES GOING INTO PEOPLE’s ARMS. WE GET IT. My son… ",0.0,0.0,Neutral
2844,"Why are high vaccination rate countries correlated with recent high Covid death rates?

Israel
UK
US
Gibraltar
Irel… ",0.4433333333333333,0.10666666666666667,Positive
2845,my dad got the first dose of his Pfizer CovidVaccine today. now just to get my mom in there so i can have two les… ,0.3333333333333333,0.25,Positive
2846,Tried a passion fruit for the first time today. No one puts baby in a corner! growth gains selfcare advocacy… ,0.3333333333333333,0.3125,Positive
2847,KUDOS to  for its system for reserving spots to get the CovidVaccine in _County! While we had to pa… ,0.0,0.0,Neutral
2848,We will start to see more CovidVaccine tourism examples as more vaccines become available. The private sector can… ,0.44375,0.35,Positive
2849,Super useful video below! 💉  News13Osceola Kissimmee StCloud OsceolaCounty N13COVID19 COVIDVaccine… ,0.3333333333333333,0.35416666666666663,Positive
2850,There is definitely a shift. Cases and deaths down. Hospitals emptying. Discharge rates increasing. Government call… ,0.3944444444444445,-0.07777777777777779,Negative
2851,CovidVaccine  housing  Happy Wednesday thoughts:  Looking forward to blog-speak that no lo… ,1.0,0.8,Positive
2852,“Misinformation affects equitable access to vaccines” Dr. Rasmussen (_rasmussen) speaking about the need to t… ,0.0,0.0,Neutral
2853,"CovidVaccine not safe for  Seniors ??
 ",0.5,-0.25,Negative
2854,Canada's slow CovidVaccine roll out hurts particularly badly as the federal government has lacked a sophisticated… ,0.5333333333333333,-0.49999999999999994,Negative
2855,Super powers are now building up. Second dose of COVID vaccine after work. COVIDVaccine ,0.3333333333333333,0.16666666666666666,Positive
2856," Marco, you got the CovidVaccine ahead of me and so many other Florida seniors. Do you think you’re bet… ",0.4375,0.1875,Positive
2857,"CovidVaccine 

“Dr. Jerry L. Spivak, an expert on blood disorders at Johns Hopkins University, who was not involve… ",0.0,0.0,Neutral
2858,"CovidVaccine 

""Health authorities are investigating the case of a Florida doctor who died from an unusually sever… ",1.0,0.2,Positive
2859,"CovidVaccine 

The wife of Tim Zook, a 60-year-old x-ray technician who became seriously ill hours after getting h… ",1.0,-0.5,Negative
2860,Just scheduled my grandma for her first dose of the CovidVaccine. Relieved is an understatement. ,0.3333333333333333,0.25,Positive
2861,"WATCH📺: Indiana teachers will have to wait their turn for the CovidVaccine, while schools are getting pandemic su… ",0.0,0.0,Neutral
2862,Thanks to  for a great logistical set up for CovidVaccine,0.475,0.5,Positive
2863,"CovidVaccine 

55 People Have Died in US After Receiving COVID-19 Vaccines: Reporting System

",0.0,0.0,Neutral
2864,Real world analysis of first dose effectiveness of CovidVaccine pfizer in israel ,0.31666666666666665,0.225,Positive
2865,"Do you have hesitations about getting the mRNA COVIDVaccine? Infectious Disease Specialist Michael Ison, MD, addr… ",0.0,0.0,Neutral
2866,Cannot explain the relief that my dad got his CovidVaccine today.,0.0,0.0,Neutral
2867,"CovidVaccine 

“The health worker, identified as Mannu Pahan, was administered the Covishield vaccine at his workp… ",0.0,0.0,Neutral
2868," 
Question that might seem silly. Why aren’t families vaccinated at the same time? I understand the age… ",0.5,-0.25,Negative
2869,"Developing news. CovidVaccine 
",0.0,0.0,Neutral
2870,Update on my covidarm! It is just red now and that’s it. No pain or itch! CovidVaccine modernavaccine teacher… ,0.0,0.0,Neutral
2871,My arm huuuuuuurts 😭 COVIDVaccine,0.0,0.0,Neutral
2872,"CovidVaccine 

Covid-19 Vaccine Side Effects World Map

An overview of Covid-19 Vaccine Side Effects worldwide.

N… ",0.0,0.0,Neutral
2873,CovidVaccine Help deliver history  ,0.0,0.0,Neutral
2874,"Things we wish we could say to the CovidDeniers protesting the CovidVaccine.

Antimaskers COVID19 ScienceIsReal ",0.0,0.0,Neutral
2875,"Do get yours when you’re called to, it will keep you, your loved ones &amp; community safe. CovidVaccine… ",0.65,0.6,Positive
2876,Best email I’ve gotten in a while! Thanks ! Super organized and streamlined process. Everyone is so kind and… ,0.5166666666666666,0.5458333333333333,Positive
2877,"Train Derailment Near Colfax

c. 1944

wednesdaythought 
COVID19 
CovidVaccine ",0.4,0.1,Positive
2878,It was great talking to you ! ShotsInArms of the CovidVaccine will get the 🦠 under ctrl. If… ,0.75,1.0,Positive
2879,"Long Beach, California is a national model for CovidVaccine distribution. Planning with intentional health equity… ",0.4,-0.05,Negative
2880,"End in sight, just got last-minute access! 💙 covidvaccine ",0.0,0.0,Neutral
2881,CovidVaccine instead of FEMA can we put Amazon in charge of vaccine distribution?,0.0,0.0,Neutral
2882,.I will take any republican place for a shot if they don't want it...CovidVaccine ,0.0,0.0,Neutral
2883,I got this cool band-aid today. 2ndDose COVIDVaccine StaySafe ,0.65,0.35,Positive
2884,"One Pfizer/BioNTech jab gives '90% immunity' from Covid after 21 days
CovidVaccine COVID19
 ",0.0,0.0,Neutral
2885,Despite all that has happened in the past year I have hope in our future when I see the world through our students'… ,0.1875,-0.125,Negative
2886,Got my CovidVaccine yesterday! ,0.0,0.0,Neutral
2887,"Vaccination is the safest, most effective and most reliable way to keep yourself, your family and your community he… ",0.6,0.5333333333333333,Positive
2888,"Today, i got vaccinated. COVID19 CovidVaccine ",0.0,0.0,Neutral
2889,"$TNXP Has a 200M valuation and is in BOTH CovidVaccine space as well as Alzheimers 

BOTH are HOT 🔥 areas right n… ",0.6928571428571428,0.26785714285714285,Positive
2890,"Nice, another CovidVaccine joins the fight !
SputnikV COVID19 coronavirus ",1.0,0.75,Positive
2891,Go Ed!!!! We see you!  edasnee COVID19 CovidVaccine coronavirus vaccine 😍🙌🏼 ,0.0,0.0,Neutral
2892,"Dr. Richard Kuhn  explains the science behind Coronavirus variants, viral mutation and COVID-19 vaccin… ",0.7,-0.4,Negative
2893,"I took the second CovidVaccine six hours ago, and my arm is already extremely sore. Feels like someone hit me with… ",0.5,-0.0625,Negative
2894,"CovidVaccine Facts - How was the vaccine developed so quickly? Recognizing the public health crisis, the FDA used… ",0.2888888888888889,0.14444444444444446,Positive
2895,"The biggest distraction to the public is playing politics during a pandemic. Where's your poll for that? 

onpoli… ",0.06666666666666667,0.0,Neutral
2896,good news; this is the CovidVaccine I got ,0.6000000000000001,0.7,Positive
2897,Check out my latest article on the Covid-19 vaccine! _Zicklin  _Law CovidVaccine… ,0.9,0.625,Positive
2898,And I got it!! My flu shot pinched more than my CovidVaccine,0.5,0.5,Positive
2899,I'm at the dr office. I am shaking and literally about to cry tears of pure joy!! I just signed the consent form for the CovidVaccine,0.35,0.6071428571428571,Positive
2900,"covidvaccine. If you want it, have it. Fair play. I wish you well.",0.9,0.7,Positive
2901,Got my first dose of the CovidVaccine today! Now I have this strange sensation that the government is watching my… ,0.24166666666666664,0.13125,Positive
2902,Thanks  and  for prioritizing most vulnerable for CovidVaccine .  Hospitalizations and de… ,0.39999999999999997,0.06666666666666665,Positive
2903,"My mom and dad, got their Covid shot. COVID19 CovidVaccine",0.0,0.0,Neutral
2904,Got my 1st CovidVaccine shot tomorrow. I’ve effectively been shielding since beginning March 2020. I felt safer b… ,0.8,0.6,Positive
2905,"Myth: The COVIDvaccine does not protect against the new variants of the Coronavirus. 

Fact: Many viruses mutate o… ",0.4772727272727273,0.3181818181818182,Positive
2906,"World’s Most Vaccinated Country Reaches Record Ventilator Use


Israel has seen a massive in… ",0.75,0.25,Positive
2907,Today's CovidVaccine numbers -- cracked the Million Dose Mark overall. That's 66% of all doses shipped. Another 46… ,0.0,0.0,Neutral
2908,"2nd dose of Moderna vaccine ✔️
COVIDVaccine COVID19 ",0.0,0.0,Neutral
2909,"How is it that the population that needs it the most, has little to no access to the tech knowledge to make the app… ",0.5,0.15625,Positive
2910,"WTH, ? No wonder you didn’t discuss CovidVaccine today. ",0.0,0.0,Neutral
2911,Growing evidence supports this hypothesis! COVID19 CovidVaccine ,0.0,0.0,Neutral
2912,"May I ask that the first citizen.
President  be the first to publicly take the COVID19 vaccine, fo… ",0.24444444444444444,0.16666666666666666,Positive
2913,My mom and dad got their first CovidVaccine today and I could not be happier. ThisIsOurShot to finally hug our pa… ,0.6666666666666666,0.125,Positive
2914,"""When hit with the second injection, the immune system recognizes the onslaught, and starts to take it even more se… ",0.25,0.25,Positive
2915,  like 2 pt out I too have NO idea whr vaccines r being distributed;I dnt receive direct/targeted… ,0.0,0.0,Neutral
2916,"I know where to start my getting the CovidVaccine process, it’s through my healthcare provider. I’m not in the pri… ",0.0,0.0,Neutral
2917,"Saturday is the day I learn if I am saline or mRNA, and if this entire time I could've been licking light posts. 🙃… ",0.6625,0.2,Positive
2918,WATCH Ireland’s COVID-19 vaccine rollout plan is being reworked following new health advice for those aged over 70… ,0.3181818181818182,0.012121212121212116,Positive
2919,"Teachers in AL are now getting vaccinated - just got my 1st dose! Pfizervaccine CovidVaccine vaccinateTeachers 

",0.0,0.0,Neutral
2920,. . is increasing COVID19 vaccine to states &amp; funding to jurisdictions for vaccinations. Starting… ,0.0,0.0,Neutral
2921,_monitor Found one ! Covidvaccine BaronessDavidson  FMQs ,0.0,0.0,Neutral
2922,"Our CovidVaccine series in Bengali 
Thanks to our Trustee Dr  ! 
Please share! 
… ",0.2,0.3125,Positive
2923,Some Indiana teachers want to move up the priority list for the CovidVaccine. Teachers in all 4 surrounding stat… ,0.0,0.0,Neutral
2924,Happy that there is growing advocacy from national societies like _org with strong calls to prioritize patien… ,0.8666666666666667,0.6166666666666667,Positive
2925,Tune in tonight for our  story on the covidvaccine and fertility ⬇️ ,0.0,0.0,Neutral
2926,Sign up to reserve your place in line for the COVID-19 vaccine  covid covidvaccine,0.0,0.0,Neutral
2927,Good news to parents in my area... CovidVaccine study for children ,0.6000000000000001,0.7,Positive
2928,We can do this. CovidVaccine ,0.0,0.0,Neutral
2929, SO happy you got CovidVaccine 💜🥂 We need you around for a long while yet! Keep … ,0.7,0.36875,Positive
2930,_blackstock COVIDVaccine As you know historically Black folk don’t trust vaccines and many don’t go to the do… ,0.4666666666666667,0.16666666666666669,Positive
2931,"How many times will the government enforce a lockdown, see a downward trend in cases then proceed to reopen everyth… ",0.5,0.5,Positive
2932,Got my Covid vaccine today. Feel good about it. CovidVaccine COVIDVaccination COVID19,0.6000000000000001,0.7,Positive
2933,Johnson &amp; Johnson COVID-19 vaccine has “more advantages than disadvantages” _SPH Dr. Marcia Ory… ,0.5,0.5,Positive
2934,"Finally completed my CovidVaccine Moderna passport! ❤️Hopefully, side effects won’t be as brutal as the first dos… ",0.7777777777777778,-0.20833333333333334,Negative
2935,LATEST DEVELOPMENTS on vaccine eligibility for afterschool professionals and the reopening of afterschool programs.… ,0.9,0.5,Positive
2936,Will I get a choice of which CovidVaccine I get? ,0.0,0.0,Neutral
2937,I’ve been vaccinated 🙌🏼 vaccinated hope CovidVaccine Moderna ,0.0,0.0,Neutral
2938,Tonight ⁦⁩ local health care providers tell us about the frustrations they’re experiencing in seeing their… ,0.0,0.0,Neutral
2939,"Canada to start producing COVID-19 vaccines by end of 2021  via  

🇨🇦💉🏭… ",0.0,0.0,Neutral
2940,Good Vaccine News in the NYT headlines and from me CovidVaccine GotMyShot   Thanks to all! All vaccines d… ,0.4,0.475,Positive
2941,"Excellent CT website about CovidVaccine VacunaCOVID19  distribution:

",1.0,1.0,Positive
2942,"“No reason to avoid” any FDA approved COVID-19 
_SPH Dr. Rebecca Fischer
vaccines ",0.0,0.0,Neutral
2943,"I would think that the MarkOfTheBeast , MOTB, requires consent, so it shouldn’t be given to those below the… ",0.0,0.0,Neutral
2944,TNP Member Stacy Novick got her second dose Moderna vaccine today at Cedar Park Regional Medical Center. We know… ,0.03333333333333333,-0.03333333333333333,Negative
2945,I’m getting my Covid vaccine tomorrow!! 💉🥳😭❤️ covidvaccine palliativecarewarrior extremlyclinicallyvulnerable… ,0.0,0.0,Neutral
2946,"Done!! No reaction after 1st dose, 2nd dose, mild flu like symptoms for a day, sleep, sleep &amp; more sleep... now bac… ",0.3333333333333333,0.27777777777777773,Positive
2947,"Coronavirus Vaccine: How the EU felt pressure over the jab rollout  via  

🇪🇺💉🏭… ",0.0,0.0,Neutral
2948," CovidVaccine Your concentration should be on ordering enough vaccine for your elderly PA population.
In… ",0.5,0.0,Neutral
2949,"Wisdom Wednesday:
COVID Vaccine and Xbox Series X - everybody wants one, but there are limited supplies.
vaccine… ",0.12142857142857143,0.0642857142857143,Positive
2950,Useful explanation of how our immune system responds to vaccinations &amp; what to expect following Covid vaccines (if… ,0.05,0.15,Positive
2951,Published today in _rsna: Cardiothoracic Imaging—Axillary Lymphadenopathy After mRNA COVID-19 Vaccination… ,0.0,0.0,Neutral
2952,Did you miss the Town Hall on the CovidVaccine &amp; info on why you should or shouldn't get the shot? No worries - cl… ,0.0,0.0,Neutral
2953,Kudos to the State of CT and Hartford Health Care super easy to schedule and take my Mom for her first Covid vaccin… ,0.611111111111111,0.33888888888888885,Positive
2954,"How COVID-19 ‘Vaccines’ May Destroy the Lives of Millions
 

Covid19 
CovidVaccine 
mRNA ",0.0,-0.2,Negative
2955,Will we need a new CovidVaccine each year or not? Read this thorough thread on antigenic drift in SARSCoV2 ,0.45454545454545453,0.13636363636363635,Positive
2956,CovidVaccine number 2 ✅ And that’s a wrap for me! Will update on how I feel (and hoping for no/few side effects bc… ,0.0,0.0,Neutral
2957,The idea that I might have to take medicine just for your sake (whoever you are out there) is truly diabolical. Thi… ,0.0,0.0,Neutral
2958,"We are heartly thankful to  for such nice arrangement for COVID-19 vaccine.
Smooth execution from the wait… ",0.6666666666666666,0.3333333333333333,Positive
2959,"Guy Lukens Next to a Fire Engine

c. 1936

Auburn

wednesdaythought 
COVID19 
CovidVaccine ",0.0,0.0,Neutral
2960,Is AstraZeneca the only pharmaceutical company producing a CovidVaccine at cost? I was shocked to see that the Am… ,0.9,-0.35,Negative
2961,"GAO releases new report on COVID-19, calls on HHS to develop national testing and vaccine strategies. GAO covid19… ",0.45454545454545453,0.13636363636363635,Positive
2962,   We do not have health insurance. COVIDVaccination we fall in the cracks of the syst… ,0.0,0.0,Neutral
2963,This is an important read. It explains that available data DO NOT show—as some report—that the AstraZeneca… ,0.7,0.4,Positive
2964,Hubby’s finally managed to book his Covid vaccination appointments. First one on Monday. Second one in April 👍🏻 CovidVaccine,0.4444444444444444,0.08333333333333333,Positive
2965," cdnpoli
Canada
Canadian
CovidVaccine

Frank, you need to become a student of history. Do you kno… ",0.0,0.0,Neutral
2966,I don't know how the elderly and disabled are doing this without a tech-savvy support system. Grabbing these slots… ,0.3,-0.2,Negative
2967,"HSP is seeking Licensed Vocational Nurses to Help with the Covid Vaccine Administration.

healthcare jobs… ",0.4,0.3,Positive
2968,"🚨 Attention Drivers! 🚨

As of Tuesday, February 2nd, all TLC licensed drivers are eligible to receive the COVID-19… ",0.0,0.0,Neutral
2969,Finally starting to feel better.🙏💉 CovidVaccine,0.1,0.0,Neutral
2970,"Why The CDC Believes Teachers Don't Need Vaccine For Schools To Reopen CovidVaccine ReopeningSchools 

",0.0,0.0,Neutral
2971,"_D_EssexExec I think Essex county is doing a very good job w the vaccine. However, have you seen how far our po… ",0.8900000000000001,0.505,Positive
2972, For those asking why only 1 company gets to distribute CovidVaccine  in Florida ... ,1.0,0.0,Neutral
2973,I think Gov. Parson is retaliating against KC for voting blue. He put the covid mass vaccination sites way away f… ,0.1,0.0,Neutral
2974,My mother moved to the USA in her early twenties as a refugee. She went to college and has worked as a nurse for Ra… ,0.3,0.1,Positive
2975,UK secures 100 million doses of Valneva vaccine   | nhs valneva covidvaccine macron eu covid19  ,0.0,0.0,Neutral
2976,Learn the truth about the COVID19 vaccines as we debunk the most common claims. vaccinefacts covidvaccine… ,0.5,0.1,Positive
2977,"Mum got her covid vaccination today, over the moon CovidVaccine",0.0,0.0,Neutral
2978,Police and fire chiefs busted for the vaccines version of insider trading on Florida's Marco Island.… ,0.0,0.0,Neutral
2979,"I got my second dose of the moderna CovidVaccine this morning, its been about 9 hours and so far the only symptom… ",0.6666666666666666,0.03333333333333333,Positive
2980,The statistics of Covid-19 cases and deaths point at structural and social issues. But why &amp; how do we begin to qua… ,0.06666666666666667,0.03333333333333333,Positive
2981,If the CovidVaccine could be passed from person to person like STDs....America would have COVID19 licked in a week.,0.0,0.0,Neutral
2982,"Took the CovidVaccine booster today. My head is already throbbing, but otherwise I feel ok. Grabbing Advil",0.5,0.5,Positive
2983,"I know the majority of people vaccinated have only had the first dose, but to have reached a 10 million milestone o… ",0.6666666666666666,0.125,Positive
2984," Yes, its very tough on older people who get stuck inside with nowhere to go.  Always worried about… ",0.6666666666666666,-0.16944444444444445,Negative
2985,What are the SupplyChain and logistics challenges distributing coronavirus COVIDー19 pandemic vaccination? By… ,0.0,0.0,Neutral
2986,"Besides agreeing to manufacture 's CovidVaccine,  is also working with the company to create a mult… ",0.0,0.0,Neutral
2987,"COVID-19 Vaccine | Ireland | Level 5+

Online Fitness Class tonight 

andrewburnsmoves
GetFit Cardio FitLife… ",0.0,0.0,Neutral
2988,Uncle Dabirul Choudhury (father of  Yum Yum restaurant owner -Atique Choudhury - in Stokey N16) gets his Covid vacc… ,0.0,0.0,Neutral
2989,"Trump’s anti-immigrant public charge policy costs lives and undermines CovidVaccine efforts. Thanks, , for a… ",0.13333333333333333,0.1,Positive
2990,NY State seems to feel the same- no vaccine priority for disabled or immuno-compromised who are under age 65.… ,0.2125,-0.1,Negative
2991,"COVID-19 Vaccine | Ireland | Level 5+

Need to drop this number down again. Keep following public health guidelines… ",0.15185185185185188,-0.051851851851851864,Negative
2992,"What to expect during the timeline of your vaccination?

Check out the handy chart below for the common side effect… ",0.7,0.15,Positive
2993,"Grateful to have HadMyJab yesterday - when I broke this story, I wouldn’t have imagined that I’d have my own… ",0.0,0.0,Neutral
2994,"How to redesign COVID19 vaccines so they protect against variants

""Some vaccine developers are charging forward w… ",0.0,0.0,Neutral
2995,"Mom got second vaccine Jan 13, gets tested every week at work, confirmed Covid positive today :( we are now self is… ",0.6363636363636364,-0.03068181818181817,Negative
2996, honestly the worst organized effort ever. Have you looked at how other states are handling… ,0.7583333333333333,-0.17500000000000002,Negative
2997,Eventprofs: Meet speakers from companies on the forefront of COVID19 therapies as well as key regulators from the… ,1.0,0.0,Neutral
